User_ID,Trip_Frequency,Avg_Booking_Value,Destination_Diversity,Session_Duration_Min,Search_Count
U01722,9.0,20762.0,25.0,41.73,30.0
U01723,9.0,30797.0,10.0,28.19,42.0
U01724,10.0,68804.0,28.0,29.54,2.0
U01725,8.0,46961.0,8.0,5.04,39.0
U01726,9.0,19783.0,7.0,48.49,66.0
U01727,5.0,99411.0,28.0,47.15,84.0
U01728,12.0,82119.0,5.0,55.55,82.0
U01729,,407985.0,17.0,147.3,3.0
U01730,8.0,10904.0,14.0,43.19,81.0
U01731,4.0,52139.0,2.0,23.07,3.0
U01732,3.0,49825.0,6.0,6.22,71.0
U01733,4.0,138181.0,,36.16,35.0
U01734,6.0,114680.0,10.0,39.96,7.0
U01735,13.0,123460.0,,38.73,17.0
U01736,2.0,,11.0,2.77,95.0
U01737,11.0,11821.0,,41.09,76.0
U01738,3.0,141612.0,9.0,37.7,12.0
U01739,6.0,91759.0,1.0,33.39,46.0
U01740,4.0,,20.0,8.16,14.0
U01741,9.0,102732.0,8.0,,92.0
U01742,9.0,119353.0,2.0,49.05,5.0
U01743,6.0,18475.0,16.0,48.11,54.0
U01744,5.0,126275.0,4.0,51.97,93.0
U01745,7.0,116042.0,25.0,6.83,66.0
U01746,3.0,28076.0,15.0,46.6,
U01747,6.0,128050.0,8.0,9.92,63.0
U01748,7.0,143589.0,0.0,24.08,52.0
U01749,6.0,148650.0,26.0,40.93,
U01750,8.0,121351.0,16.0,56.22,79.0
U01751,10.0,103203.0,,8.27,81.0
U01752,5.0,69461.0,19.0,43.1,82.0
U01753,10.0,117254.0,4.0,53.13,59.0
U01754,,59348.0,24.0,57.9,
U01755,9.0,14854.0,12.0,44.2,87.0
U01756,5.0,,22.0,55.88,83.0
U01757,3.0,31713.0,23.0,19.46,19.0
U01758,,,11.0,53.36,98.0
U01759,,114736.0,1.0,18.16,90.0
U01760,9.0,97646.0,6.0,26.14,49.0
U01761,7.0,140883.0,7.0,53.95,17.0
U01762,12.0,47715.0,26.0,25.4,35.0
U01763,4.0,79820.0,,42.67,34.0
U01764,6.0,97423.0,16.0,10.21,17.0
U01765,4.0,55963.0,9.0,41.25,34.0
U01766,5.0,148280.0,10.0,53.32,32.0
U01767,7.0,128070.0,21.0,21.56,80.0
U01768,8.0,132845.0,21.0,50.94,16.0
U01769,5.0,104591.0,27.0,3.32,8.0
U01770,6.0,10077.0,29.0,38.86,
U01771,4.0,105262.0,29.0,25.55,77.0
U01772,4.0,37871.0,,18.33,88.0
U01773,8.0,22826.0,21.0,18.62,27.0
U01774,3.0,74224.0,4.0,,41.0
U01775,3.0,67046.0,26.0,11.66,
U01776,8.0,106460.0,23.0,42.32,4.0
U01777,5.0,94698.0,23.0,25.87,61.0
U01778,3.0,42218.0,13.0,23.81,54.0
U01779,7.0,30045.0,22.0,34.6,63.0
U01780,9.0,27223.0,4.0,44.04,40.0
U01781,9.0,72008.0,16.0,53.76,12.0
U01782,4.0,58296.0,9.0,45.34,36.0
U01783,8.0,47229.0,5.0,51.2,58.0
U01784,5.0,70607.0,27.0,41.84,62.0
U01785,3.0,30456.0,,50.33,91.0
U01786,8.0,98227.0,1.0,9.44,80.0
U01787,3.0,81628.0,15.0,51.73,17.0
U01788,11.0,100477.0,6.0,7.57,91.0
U01789,9.0,32555.0,5.0,5.3,78.0
U01790,9.0,54320.0,2.0,49.85,24.0
U01791,4.0,61023.0,5.0,31.34,51.0
U01792,6.0,118871.0,20.0,,9.0
U01793,5.0,54686.0,29.0,44.74,7.0
U01794,4.0,9192.0,8.0,53.29,73.0
U01795,4.0,89901.0,9.0,47.31,95.0
U01796,7.0,87449.0,1.0,42.78,
U01797,5.0,14637.0,23.0,1.91,64.0
U01798,8.0,51150.0,0.0,10.44,83.0
U01799,5.0,109482.0,24.0,40.06,61.0
U01800,4.0,57262.0,18.0,11.86,38.0
U01801,10.0,,18.0,22.38,12.0
U01802,5.0,106385.0,28.0,,35.0
U01803,5.0,13243.0,29.0,16.8,39.0
U01804,,48535.0,2.0,8.91,71.0
U01805,5.0,98553.0,11.0,31.77,76.0
U01806,8.0,61065.0,2.0,,83.0
U01807,4.0,134144.0,26.0,41.57,39.0
U01808,6.0,32601.0,6.0,10.3,43.0
U01809,6.0,33910.0,24.0,18.81,33.0
U01810,5.0,147512.0,13.0,44.64,25.0
U01811,4.0,138839.0,,33.43,46.0
U01812,9.0,49506.0,17.0,34.3,65.0
U01813,7.0,83871.0,7.0,7.49,3.0
U01814,8.0,13855.0,6.0,47.86,31.0
U01815,4.0,,27.0,53.38,9.0
U01816,7.0,68829.0,3.0,38.33,27.0
U01817,5.0,143430.0,22.0,26.99,71.0
U01818,5.0,138539.0,20.0,40.47,16.0
U01819,6.0,131291.0,0.0,22.95,31.0
U01820,10.0,76269.0,,8.12,57.0
U01821,7.0,64623.0,9.0,49.41,77.0
U01822,5.0,131626.0,26.0,17.67,62.0
U01823,7.0,19905.0,3.0,22.55,99.0
U01824,7.0,,4.0,36.98,59.0
U01825,,30489.0,,29.12,27.0
U01826,7.0,53339.0,2.0,,11.0
U01827,4.0,106812.0,1.0,7.68,61.0
U01828,3.0,128388.0,25.0,50.26,20.0
U01829,9.0,94311.0,,3.69,23.0
U01830,3.0,61898.0,4.0,35.43,52.0
U01831,12.0,14026.0,24.0,49.97,9.0
U01832,,91402.0,28.0,35.66,71.0
U01833,5.0,15383.0,,5.05,52.0
U01834,3.0,135694.0,1.0,54.82,20.0
U01835,,31678.0,4.0,54.2,
U01836,4.0,73071.0,13.0,3.17,38.0
U01837,5.0,97845.0,6.0,24.44,43.0
U01838,8.0,145423.0,22.0,32.55,
U01839,8.0,29945.0,,42.52,32.0
U01840,8.0,74872.0,24.0,,58.0
U01841,5.0,91442.0,,47.82,64.0
U01842,8.0,75013.0,21.0,16.02,50.0
U01843,6.0,28491.0,1.0,10.72,30.0
U01844,2.0,,11.0,24.05,59.0
U01845,5.0,42308.0,20.0,32.3,7.0
U01846,7.0,64134.0,27.0,34.98,18.0
U01847,6.0,66276.0,7.0,51.32,97.0
U01848,6.0,22791.0,8.0,23.69,59.0
U01849,5.0,97631.0,10.0,46.17,81.0
U01850,,126895.0,20.0,58.52,14.0
U01851,5.0,35286.0,20.0,53.48,24.0
U01852,6.0,53364.0,24.0,9.5,18.0
U01853,7.0,140479.0,20.0,20.52,33.0
U01854,4.0,77780.0,11.0,,47.0
U01855,1.0,125072.0,15.0,22.65,66.0
U01856,6.0,20761.0,12.0,48.81,28.0
U01857,6.0,47682.0,21.0,6.98,97.0
U01858,8.0,71843.0,6.0,28.26,75.0
U01859,6.0,82600.0,9.0,44.13,23.0
U01860,2.0,,3.0,42.42,13.0
U01861,7.0,147227.0,5.0,37.17,92.0
U01862,5.0,43366.0,28.0,6.76,90.0
U01863,7.0,116638.0,26.0,,
U01864,9.0,94429.0,26.0,52.57,
U01865,4.0,44527.0,23.0,15.89,72.0
U01866,,131438.0,21.0,52.75,19.0
U01867,6.0,147129.0,14.0,13.58,15.0
U01868,6.0,133034.0,10.0,36.54,55.0
U01869,5.0,42430.0,25.0,1.63,44.0
U01870,9.0,36745.0,28.0,42.65,77.0
U01871,3.0,58091.0,12.0,58.7,30.0
U01872,6.0,126782.0,19.0,37.74,39.0
U01873,8.0,,13.0,12.76,55.0
U01874,9.0,55058.0,19.0,24.97,72.0
U01875,9.0,141510.0,3.0,,87.0
U01876,6.0,137767.0,13.0,57.8,
U01877,8.0,60818.0,7.0,3.75,37.0
U01878,9.0,,24.0,26.95,0.0
U01879,11.0,122963.0,3.0,6.93,9.0
U01880,3.0,35556.0,25.0,43.19,49.0
U01881,8.0,18049.0,24.0,,52.0
U01882,9.0,137476.0,29.0,17.28,39.0
U01883,5.0,88575.0,13.0,4.62,95.0
U01884,2.0,93093.0,13.0,35.19,12.0
U01885,10.0,61311.0,8.0,12.97,55.0
U01886,,143069.0,8.0,58.4,77.0
U01887,4.0,84550.0,10.0,23.13,62.0
U01888,5.0,588420.0,27.0,97.14000000000001,82.0
U01889,14.0,61895.0,25.0,50.11,30.0
U01890,3.0,15285.0,12.0,31.88,
U01891,9.0,53341.0,26.0,26.3,9.0
U01892,4.0,35993.0,,2.7,30.0
U01893,4.0,76120.0,2.0,6.92,68.0
U01894,6.0,44698.0,0.0,51.19,58.0
U01895,6.0,138418.0,7.0,32.67,16.0
U01896,8.0,60628.0,25.0,59.17,99.0
U01897,5.0,14133.0,5.0,39.74,0.0
U01898,7.0,148585.0,15.0,27.32,71.0
U01899,6.0,127386.0,4.0,13.2,97.0
U01900,9.0,79215.0,0.0,56.14,24.0
U01901,8.0,76210.0,0.0,39.47,71.0
U01902,9.0,113918.0,6.0,26.54,83.0
U01903,7.0,130959.0,22.0,32.3,9.0
U01904,5.0,117103.0,14.0,30.51,27.0
U01905,5.0,99354.0,20.0,49.19,86.0
U01906,6.0,56648.0,,36.84,71.0
U01907,4.0,82359.0,5.0,41.7,23.0
U01908,7.0,102337.0,22.0,49.33,15.0
U01909,5.0,33354.0,15.0,20.44,31.0
U01910,8.0,127689.0,,31.66,67.0
U01911,10.0,87741.0,8.0,,16.0
U01912,9.0,143937.0,0.0,51.1,69.0
U01913,,132431.0,21.0,13.51,61.0
U01914,6.0,79831.0,21.0,46.91,57.0
U01915,6.0,12438.0,26.0,2.42,79.0
U01916,4.0,137881.0,2.0,28.82,49.0
U01917,5.0,26174.0,27.0,,49.0
U01918,10.0,33397.0,22.0,27.22,0.0
U01919,4.0,21136.0,8.0,4.52,
U01920,3.0,55370.0,20.0,35.37,46.0
U01921,6.0,20518.0,,,78.0
U01922,6.0,114767.0,5.0,34.94,67.0
U01923,8.0,10976.0,5.0,41.81,58.0
U01924,4.0,140474.0,7.0,37.26,39.0
U01925,6.0,39324.0,9.0,15.9,87.0
U01926,5.0,41660.0,15.0,7.9,29.0
U01927,7.0,62280.0,25.0,,93.0
U01928,3.0,63807.0,22.0,12.5,
U01929,11.0,109008.0,4.0,32.57,83.0
U01930,3.0,,12.0,41.71,90.0
U01931,2.0,52729.0,1.0,10.0,62.0
U01932,4.0,78523.0,7.0,,56.0
U01933,4.0,30041.0,3.0,51.48,79.0
U01934,7.0,22032.0,6.0,54.64,25.0
U01935,6.0,43014.0,12.0,16.4,69.0
U01936,7.0,,29.0,29.69,12.0
U01937,4.0,31311.0,29.0,47.24,22.0
U01938,6.0,59330.0,16.0,3.23,88.0
U01939,3.0,82500.0,10.0,29.09,3.0
U01940,6.0,9524.0,13.0,23.41,63.0
U01941,6.0,13304.0,1.0,32.78,30.0
U01942,7.0,118701.0,8.0,27.65,77.0
U01943,1.0,60416.0,7.0,16.86,34.0
U01944,,58270.0,17.0,20.94,70.0
U01945,7.0,88715.0,5.0,52.4,49.0
U01946,6.0,32981.0,14.0,13.64,
U01947,7.0,126678.0,28.0,13.73,53.0
U01948,7.0,43572.0,6.0,55.4,57.0
U01949,6.0,105686.0,1.0,1.68,38.0
U01950,6.0,102774.0,5.0,46.54,23.0
U01951,5.0,73753.0,21.0,30.66,68.0
U01952,6.0,86476.0,21.0,16.61,65.0
U01953,7.0,13206.0,1.0,3.31,64.0
U01954,8.0,20522.0,12.0,,57.0
U01955,5.0,149889.0,28.0,15.76,83.0
U01956,4.0,97139.0,20.0,37.73,
U01957,6.0,40863.0,5.0,11.7,77.0
U01958,5.0,7685.0,12.0,33.08,37.0
U01959,3.0,128530.0,25.0,18.3,70.0
U01960,3.0,44374.0,17.0,45.42,46.0
U01961,3.0,11897.0,23.0,7.64,51.0
U01962,4.0,,2.0,19.47,88.0
U01963,9.0,18740.0,2.0,34.12,49.0
U01964,6.0,92556.0,22.0,27.36,45.0
U01965,8.0,102679.0,6.0,48.6,3.0
U01966,6.0,91883.0,24.0,37.15,65.0
U01967,7.0,137794.0,0.0,15.85,93.0
U01968,5.0,124618.0,,37.92,50.0
U01969,9.0,96470.0,20.0,18.72,90.0
U01970,4.0,35655.0,3.0,1.39,1.0
U01971,2.0,61485.0,4.0,26.55,47.0
U01972,2.0,53361.0,9.0,43.46,
U01973,5.0,63757.0,23.0,38.3,64.0
U01974,5.0,149432.0,19.0,57.74,27.0
U01975,8.0,91288.0,1.0,59.64,12.0
U01976,4.0,50179.0,19.0,2.54,33.0
U01977,4.0,89804.0,8.0,15.11,54.0
U01978,8.0,9659.0,11.0,33.54,14.0
U01979,4.0,18964.0,28.0,27.86,76.0
U01980,4.0,63588.0,28.0,22.21,40.0
U01981,11.0,109645.0,8.0,21.75,6.0
U01982,8.0,83131.0,21.0,38.36,92.0
U01983,5.0,100759.0,16.0,1.59,94.0
U01984,6.0,131557.0,7.0,5.86,3.0
U01985,9.0,148457.0,12.0,12.34,17.0
U01986,4.0,95500.0,1.0,4.82,87.0
U01987,,77568.0,17.0,3.84,96.0
U01988,,64472.0,19.0,,1.0
U01989,5.0,42662.0,16.0,4.3,78.0
U01990,6.0,102791.0,27.0,59.02,98.0
U01991,5.0,75008.0,1.0,10.76,79.0
U01992,2.0,129005.0,11.0,23.8,27.0
U01993,7.0,113302.0,,21.82,95.0
U01994,6.0,77089.0,25.0,10.75,0.0
U01995,3.0,31206.0,27.0,11.84,90.0
U01996,5.0,6265.0,13.0,58.54,67.0
U01997,7.0,18102.0,,9.86,65.0
U01998,5.0,97418.0,19.0,11.45,91.0
U01999,6.0,145819.0,13.0,18.98,94.0
U02000,10.0,91273.0,8.0,52.78,4.0
U02001,6.0,67303.0,24.0,38.52,26.0
U02002,,148831.0,0.0,45.57,60.0
U02003,7.0,103765.0,,52.45,77.0
U02004,5.0,139874.0,,55.82,31.0
U02005,,79637.0,15.0,27.44,58.0
U02006,9.0,130178.0,7.0,57.45,53.0
U02007,5.0,38319.0,,2.01,95.0
U02008,6.0,64612.0,13.0,23.37,38.0
U02009,6.0,6670.0,15.0,38.0,26.0
U02010,5.0,109598.0,27.0,11.64,86.0
U02011,6.0,92074.0,26.0,4.35,26.0
U02012,4.0,116106.0,,7.34,10.0
U02013,4.0,148208.0,,16.22,
U02014,9.0,48440.0,27.0,12.41,45.0
U02015,6.0,67697.0,5.0,31.86,96.0
U02016,6.0,52625.0,13.0,5.16,30.0
U02017,6.0,76659.0,19.0,30.12,22.0
U02018,4.0,72649.0,11.0,18.56,97.0
U02019,3.0,109305.0,0.0,58.06,99.0
U02020,8.0,,16.0,58.47,5.0
U02021,4.0,72996.0,14.0,2.14,73.0
U02022,5.0,46593.0,,42.28,35.0
U02023,9.0,39231.0,25.0,,20.0
U02024,6.0,56174.0,27.0,23.76,20.0
U02025,,120904.0,9.0,20.41,23.0
U02026,6.0,125872.0,9.0,3.86,
U02027,5.0,34461.0,,3.26,54.0
U02028,5.0,35482.0,13.0,30.4,49.0
U02029,2.0,82301.0,18.0,34.24,5.0
U02030,9.0,79713.0,26.0,52.02,74.0
U02031,6.0,8590.0,10.0,7.01,44.0
U02032,9.0,76600.0,1.0,11.32,51.0
U02033,9.0,25965.0,1.0,13.57,41.0
U02034,,131720.0,,,77.0
U02035,9.0,48428.0,0.0,58.38,60.0
U02036,3.0,49580.0,9.0,38.54,7.0
U02037,5.0,53068.0,10.0,41.27,52.0
U02038,8.0,26958.0,5.0,51.18,56.0
U02039,6.0,45791.0,4.0,27.75,21.0
U02040,8.0,50493.0,20.0,5.61,57.0
U02041,9.0,79061.0,21.0,,80.0
U02042,7.0,146711.0,28.0,33.52,68.0
U02043,6.0,56299.0,,9.85,58.0
U02044,6.0,53767.0,11.0,38.48,60.0
U02045,6.0,72366.0,5.0,20.23,54.0
U02046,11.0,117896.0,,23.63,4.0
U02047,7.0,29468.0,28.0,31.75,44.0
U02048,4.0,130737.0,3.0,54.13,36.0
U02049,4.0,59811.0,26.0,35.62,30.0
U02050,5.0,141379.0,18.0,31.14,77.0
U02051,8.0,58597.0,26.0,54.31,18.0
U02052,6.0,50054.0,5.0,3.46,17.0
U02053,6.0,37627.0,27.0,13.36,29.0
U02054,,78582.0,26.0,37.36,61.0
U02055,3.0,101701.0,29.0,32.44,49.0
U02056,6.0,137467.0,14.0,51.26,46.0
U02057,12.0,15986.0,6.0,,54.0
U02058,6.0,138457.0,1.0,44.58,31.0
U02059,5.0,34808.0,28.0,30.52,90.0
U02060,13.0,105133.0,5.0,24.22,99.0
U02061,5.0,80238.0,4.0,,64.0
U02062,4.0,63152.0,11.0,50.62,91.0
U02063,6.0,22332.0,20.0,31.36,23.0
U02064,7.0,92232.0,3.0,8.62,55.0
U02065,5.0,129166.0,10.0,43.39,
U02066,1.0,86773.0,22.0,6.14,46.0
U02067,7.0,107789.0,12.0,9.81,61.0
U02068,7.0,124303.0,10.0,2.46,5.0
U02069,8.0,18130.0,15.0,30.8,11.0
U02070,4.0,30251.0,15.0,13.68,83.0
U02071,6.0,137950.0,29.0,31.27,49.0
U02072,5.0,125814.0,29.0,53.04,40.0
U02073,7.0,36606.0,19.0,35.53,10.0
U02074,9.0,62389.0,22.0,,8.0
U02075,,80166.0,14.0,32.07,11.0
U02076,4.0,297420.0,15.0,75.44999999999999,90.0
U02077,8.0,29745.0,13.0,17.37,34.0
U02078,9.0,87799.0,,14.33,
U02079,4.0,102991.0,28.0,47.26,34.0
U02080,9.0,66801.0,11.0,55.98,47.0
U02081,11.0,30483.0,20.0,5.37,
U02082,6.0,202040.0,15.0,142.05,36.0
U02083,2.0,30249.0,9.0,18.3,7.0
U02084,,,5.0,13.94,37.0
U02085,3.0,68043.0,27.0,13.65,47.0
U02086,5.0,140059.0,16.0,3.67,42.0
U02087,4.0,10996.0,10.0,32.97,12.0
U02088,5.0,64509.0,2.0,1.55,82.0
U02089,5.0,55747.0,5.0,9.0,17.0
U02090,8.0,18966.0,28.0,35.61,46.0
U02091,5.0,83531.0,21.0,44.04,55.0
U02092,6.0,86222.0,9.0,26.32,15.0
U02093,6.0,109654.0,3.0,30.58,45.0
U02094,5.0,137418.0,10.0,34.54,31.0
U02095,6.0,89354.0,,33.15,57.0
U02096,2.0,96455.0,,15.38,44.0
U02097,4.0,140791.0,10.0,6.99,56.0
U02098,10.0,38741.0,18.0,1.34,99.0
U02099,6.0,65112.0,17.0,19.34,70.0
U02100,6.0,76202.0,16.0,49.59,95.0
U02101,4.0,118600.0,3.0,40.85,98.0
U02102,9.0,21830.0,20.0,56.79,60.0
U02103,9.0,115316.0,7.0,21.51,53.0
U02104,5.0,116955.0,19.0,3.08,55.0
U02105,7.0,21416.0,0.0,20.39,22.0
U02106,8.0,108912.0,21.0,44.11,44.0
U02107,5.0,135172.0,14.0,59.19,62.0
U02108,2.0,94706.0,10.0,29.05,86.0
U02109,7.0,56778.0,19.0,5.38,0.0
U02110,7.0,60502.0,22.0,30.76,41.0
U02111,,135958.0,7.0,10.51,82.0
U02112,3.0,,8.0,39.07,69.0
U02113,6.0,90028.0,26.0,22.32,63.0
U02114,7.0,,0.0,55.45,66.0
U02115,11.0,80705.0,19.0,53.18,10.0
U02116,9.0,116132.0,4.0,54.37,4.0
U02117,5.0,52519.0,18.0,55.5,16.0
U02118,6.0,58376.0,13.0,8.87,79.0
U02119,7.0,60191.0,10.0,46.15,15.0
U02120,7.0,132776.0,0.0,49.2,61.0
U02121,5.0,73312.0,6.0,55.0,15.0
U02122,3.0,,26.0,21.19,65.0
U02123,14.0,24860.0,4.0,54.63,5.0
U02124,5.0,63612.0,0.0,49.32,60.0
U02125,,,7.0,,38.0
U02126,8.0,51271.0,16.0,1.38,68.0
U02127,7.0,100173.0,25.0,29.76,28.0
U02128,6.0,92408.0,28.0,53.18,19.0
U02129,4.0,,10.0,48.63,41.0
U02130,2.0,96801.0,29.0,37.68,21.0
U02131,7.0,72721.0,22.0,4.04,22.0
U02132,7.0,108664.0,5.0,36.75,2.0
U02133,6.0,80298.0,17.0,15.77,29.0
U02134,4.0,47774.0,7.0,53.05,61.0
U02135,6.0,26001.0,1.0,5.44,5.0
U02136,3.0,122990.0,20.0,36.26,29.0
U02137,6.0,29884.0,2.0,43.79,46.0
U02138,2.0,88638.0,18.0,59.19,86.0
U02139,7.0,53949.0,23.0,21.96,21.0
U02140,8.0,91796.0,5.0,25.13,
U02141,,148447.0,,34.31,67.0
U02142,4.0,131007.0,15.0,2.26,11.0
U02143,5.0,111949.0,20.0,16.22,43.0
U02144,5.0,138775.0,,26.35,56.0
U02145,8.0,,24.0,38.89,
U02146,3.0,99576.0,11.0,2.87,13.0
U02147,8.0,76491.0,23.0,50.2,98.0
U02148,3.0,104032.0,23.0,,32.0
U02149,4.0,91118.0,3.0,54.84,83.0
U02150,4.0,458965.0,,133.95,21.0
U02151,6.0,52877.0,29.0,48.05,92.0
U02152,9.0,88495.0,6.0,,46.0
U02153,5.0,95911.0,10.0,58.19,
U02154,7.0,138540.0,11.0,27.62,82.0
U02155,,70992.0,5.0,16.33,36.0
U02156,6.0,68108.0,16.0,58.74,54.0
U02157,13.0,93973.0,3.0,8.66,15.0
U02158,7.0,98148.0,20.0,5.99,62.0
U02159,6.0,80361.0,17.0,50.81,84.0
U02160,3.0,47585.0,19.0,14.24,
U02161,6.0,130994.0,25.0,40.06,52.0
U02162,3.0,84688.0,23.0,42.17,22.0
U02163,8.0,107956.0,19.0,51.04,27.0
U02164,9.0,130099.0,8.0,44.86,58.0
U02165,5.0,109690.0,28.0,95.76,71.0
U02166,11.0,105491.0,15.0,11.96,20.0
U02167,10.0,53456.0,12.0,2.13,97.0
U02168,9.0,110726.0,15.0,42.28,92.0
U02169,9.0,39741.0,0.0,36.63,22.0
U02170,6.0,137487.0,22.0,33.17,46.0
U02171,4.0,11856.0,19.0,28.56,
U02172,7.0,131983.0,8.0,25.3,21.0
U02173,7.0,140101.0,18.0,35.04,14.0
U02174,2.0,109410.0,20.0,30.32,38.0
U02175,5.0,5676.0,18.0,35.39,3.0
U02176,4.0,81449.0,12.0,24.56,
U02177,5.0,148741.0,17.0,55.16,22.0
U02178,5.0,59525.0,12.0,27.62,34.0
U02179,4.0,48111.0,15.0,39.09,60.0
U02180,10.0,82467.0,29.0,42.1,53.0
U02181,4.0,142638.0,27.0,13.29,91.0
U02182,1.0,100153.0,2.0,40.23,67.0
U02183,4.0,39613.0,12.0,59.38,99.0
U02184,4.0,5965.0,21.0,17.9,43.0
U02185,7.0,120780.0,3.0,53.13,6.0
U02186,6.0,124029.0,24.0,43.95,
U02187,,7477.0,12.0,9.8,57.0
U02188,6.0,31396.0,,30.9,45.0
U02189,3.0,55551.0,1.0,10.73,
U02190,2.0,63974.0,28.0,44.31,77.0
U02191,9.0,39463.0,10.0,42.14,
U02192,5.0,30825.0,14.0,50.91,74.0
U02193,5.0,61268.0,14.0,7.44,52.0
U02194,6.0,148400.0,5.0,27.79,97.0
U02195,5.0,141166.0,24.0,49.23,23.0
U02196,5.0,45963.0,6.0,19.91,51.0
U02197,5.0,95710.0,25.0,42.15,87.0
U02198,8.0,56427.0,3.0,38.48,5.0
U02199,4.0,113791.0,6.0,47.27,52.0
U02200,4.0,99120.0,8.0,14.34,80.0
U02201,6.0,43551.0,21.0,45.97,11.0
U02202,9.0,148358.0,0.0,15.33,27.0
U02203,7.0,84598.0,18.0,53.34,20.0
U02204,,22716.0,3.0,41.75,84.0
U02205,6.0,46076.0,26.0,51.06,84.0
U02206,9.0,94831.0,16.0,,94.0
U02207,7.0,98190.0,1.0,33.61,57.0
U02208,6.0,148238.0,9.0,22.92,87.0
U02209,6.0,120614.0,,,56.0
U02210,8.0,19805.0,5.0,10.46,71.0
U02211,7.0,16160.0,14.0,11.09,89.0
U02212,6.0,48986.0,26.0,28.88,19.0
U02213,7.0,56348.0,15.0,53.7,16.0
U02214,4.0,111486.0,22.0,40.84,21.0
U02215,9.0,6911.0,6.0,11.81,47.0
U02216,5.0,142569.0,26.0,19.71,75.0
U02217,5.0,57289.0,18.0,50.29,0.0
U02218,9.0,29483.0,4.0,48.71,73.0
U02219,5.0,91726.0,9.0,43.77,14.0
U02220,5.0,133205.0,4.0,12.17,17.0
U02221,9.0,,16.0,97.5,38.0
U02222,4.0,129211.0,23.0,48.62,74.0
U02223,6.0,57355.0,3.0,5.6,77.0
U02224,5.0,50580.0,28.0,38.75,
U02225,10.0,123169.0,12.0,44.37,21.0
U02226,5.0,64803.0,23.0,25.52,29.0
U02227,2.0,8065.0,0.0,21.26,90.0
U02228,3.0,47154.0,0.0,28.12,68.0
U02229,8.0,111713.0,26.0,55.75,0.0
U02230,4.0,81452.0,12.0,58.6,20.0
U02231,6.0,48800.0,10.0,56.62,27.0
U02232,8.0,148215.0,10.0,10.22,89.0
U02233,6.0,60831.0,19.0,57.45,87.0
U02234,,72713.0,18.0,25.81,22.0
U02235,8.0,75743.0,,42.67,74.0
U02236,7.0,27468.0,27.0,11.12,51.0
U02237,1.0,134873.0,6.0,3.63,76.0
U02238,6.0,85649.0,18.0,2.41,53.0
U02239,5.0,42301.0,10.0,51.83,5.0
U02240,5.0,99319.0,7.0,58.15,74.0
U02241,6.0,42634.0,12.0,10.45,92.0
U02242,4.0,126077.0,14.0,50.65,
U02243,5.0,108475.0,24.0,55.48,47.0
U02244,6.0,53848.0,9.0,9.55,56.0
U02245,9.0,,21.0,50.87,87.0
U02246,3.0,48401.0,2.0,20.71,52.0
U02247,5.0,639060.0,13.0,66.57000000000001,
U02248,3.0,98326.0,15.0,16.29,88.0
U02249,6.0,23079.0,7.0,22.07,46.0
U02250,8.0,111153.0,1.0,14.21,80.0
U02251,5.0,128133.0,23.0,3.41,18.0
U02252,3.0,58512.0,12.0,23.32,30.0
U02253,8.0,9824.0,13.0,47.03,74.0
U02254,6.0,20399.0,12.0,38.01,29.0
U02255,5.0,128803.0,28.0,12.43,0.0
U02256,4.0,49273.0,27.0,1.76,47.0
U02257,4.0,135640.0,28.0,12.41,99.0
U02258,2.0,67367.0,9.0,48.64,80.0
U02259,4.0,68451.0,3.0,35.87,2.0
U02260,8.0,,2.0,10.99,32.0
U02261,1.0,64034.0,19.0,40.15,44.0
U02262,7.0,72641.0,4.0,59.8,62.0
U02263,0.0,93737.0,6.0,28.45,55.0
U02264,7.0,56965.0,29.0,40.72,51.0
U02265,6.0,114210.0,4.0,32.26,70.0
U02266,5.0,58133.0,9.0,46.29,70.0
U02267,6.0,81776.0,2.0,3.88,31.0
U02268,4.0,87322.0,12.0,41.17,50.0
U02269,5.0,87772.0,6.0,30.33,25.0
U02270,10.0,63837.0,3.0,30.61,38.0
U02271,8.0,140110.0,11.0,3.47,94.0
U02272,6.0,85340.0,18.0,23.35,79.0
U02273,4.0,22594.0,6.0,8.35,7.0
U02274,7.0,63490.0,15.0,10.11,99.0
U02275,9.0,89009.0,17.0,58.88,50.0
U02276,5.0,149854.0,24.0,46.24,78.0
U02277,8.0,61295.0,20.0,28.07,72.0
U02278,7.0,82302.0,18.0,3.11,57.0
U02279,7.0,33935.0,18.0,57.04,71.0
U02280,2.0,12442.0,26.0,49.51,98.0
U02281,10.0,18667.0,24.0,12.63,72.0
U02282,3.0,127093.0,28.0,31.79,92.0
U02283,6.0,44296.0,24.0,22.24,
U02284,5.0,137149.0,4.0,27.18,1.0
U02285,5.0,47039.0,0.0,23.93,26.0
U02286,5.0,22399.0,17.0,23.34,
U02287,6.0,61536.0,27.0,43.78,68.0
U02288,5.0,8520.0,0.0,24.66,36.0
U02289,8.0,64566.0,28.0,49.02,48.0
U02290,5.0,73333.0,11.0,16.74,13.0
U02291,,77637.0,14.0,44.71,10.0
U02292,9.0,39782.0,17.0,42.16,33.0
U02293,8.0,73646.0,8.0,10.62,35.0
U02294,7.0,22451.0,2.0,21.03,59.0
U02295,,35065.0,23.0,29.29,98.0
U02296,2.0,71310.0,8.0,16.45,43.0
U02297,3.0,148865.0,14.0,55.63,34.0
U02298,8.0,,22.0,38.97,53.0
U02299,6.0,92593.0,27.0,45.48,53.0
